sensor,pid,tsa,plotid,yr,day,b1,b2,b3,b4,b5,b7,b6,fmask
LT5,12345678,14034,31,2000,149,20000,3868,3758,4955,3283,2773,2625,4
LE7,12345678,14034,31,2000,157,20000,20000,20000,6773,20000,4465,2788,4
LT5,12345678,14034,31,2000,165,20000,20000,20000,10835,20000,5389,2873,4
LE7,12345678,14034,31,2000,173,892,968,770,3399,1461,806,2885,4
LE7,12345678,14034,31,2000,189,258,433,259,2829,1048,449,2943,0
LE7,12345678,14034,31,2000,205,452,562,423,2915,1107,543,2890,0
LE7,12345678,14034,31,2000,221,406,517,339,3076,1104,464,2923,0
LT5,12345678,14034,31,2000,229,2409,2202,1739,4968,2322,1425,2919,4
LE7,12345678,14034,31,2000,237,20000,4455,4248,5663,3245,2553,2591,4
LT5,12345678,14034,31,2000,245,563,611,449,3064,1058,341,2928,0
LE7,12345678,14034,31,2000,253,2006,2094,1938,3590,2421,1967,2734,4
LT5,12345678,14034,31,2000,261,224,326,230,2406,961,341,2906,0
LT5,12345678,14034,31,2000,277,396,400,349,2457,944,431,2933,0
LT5,12345678,14034,31,2000,293,362,431,366,2432,1003,458,2887,0
LE7,12345678,14034,31,2000,301,678,807,733,2676,1274,678,2840,4
LE7,12345678,14034,31,2000,317,5549,5577,5469,5990,5003,4118,2752,4
LE7,12345678,14034,31,2000,333,356,433,358,2300,1049,406,2824,0
LT5,12345678,14034,31,2000,341,287,401,431,2340,1010,499,2718,0
LE7,12345678,14034,31,2000,349,20000,20000,20000,9955,2359,2239,2439,4
LT5,12345678,14034,31,2000,357,3099,3033,2957,3567,1821,1307,2685,4
LE7,12345678,14034,31,2000,365,866,888,611,2862,839,419,2715,3
LT5,12345678,14034,31,2001,7,1490,1601,1492,2986,1922,1311,2651,4
LE7,12345678,14034,31,2001,15,3160,3206,3247,4383,4001,3712,2747,4
LT5,12345678,14034,31,2001,23,1049,1113,1042,2520,1391,887,2645,0
LE7,12345678,14034,31,2001,31,274,478,340,2291,1053,457,2840,0
LT5,12345678,14034,31,2001,39,1636,1708,1664,3054,1821,1136,2679,4
LT5,12345678,14034,31,2001,55,3273,3341,3364,4025,2640,2613,2603,4
LE7,12345678,14034,31,2001,63,20000,20000,20000,20000,4182,3320,2662,4
LT5,12345678,14034,31,2001,71,336,461,433,2278,1118,507,2826,0
LE7,12345678,14034,31,2001,79,3568,3500,3495,4193,2109,1774,2439,4
LT5,12345678,14034,31,2001,87,307,445,421,2180,1129,532,2811,0
LE7,12345678,14034,31,2001,95,296,437,374,2317,1129,533,2880,0
LE7,12345678,14034,31,2001,111,1012,1118,1067,2456,1266,806,2758,4
LT5,12345678,14034,31,2001,119,382,549,478,2520,1263,602,2892,0
LE7,12345678,14034,31,2001,127,308,500,375,2895,1279,550,2906,0
LT5,12345678,14034,31,2001,135,421,594,514,2907,1339,696,2901,0
LE7,12345678,14034,31,2001,143,2194,2392,2350,4615,3322,2334,2902,4
LT5,12345678,14034,31,2001,151,1243,1353,1226,3203,1490,971,2729,4
LE7,12345678,14034,31,2001,159,793,886,746,2833,1268,708,2906,4
LE7,12345678,14034,31,2001,175,20000,3335,3265,4699,1500,1185,2547,4
LT5,12345678,14034,31,2001,183,361,501,386,3137,1165,540,2892,0
LE7,12345678,14034,31,2001,191,268,385,272,2857,1084,481,2985,0
LE7,12345678,14034,31,2001,207,20000,20000,20000,6133,4727,3754,2746,4
LT5,12345678,14034,31,2001,215,239,389,291,2866,993,380,2968,0
LE7,12345678,14034,31,2001,223,1019,994,708,3627,1144,448,2933,0
LT5,12345678,14034,31,2001,231,4523,4442,4230,6056,4151,3365,2731,4
LE7,12345678,14034,31,2001,239,385,475,287,2938,977,372,2944,0
LT5,12345678,14034,31,2001,247,400,491,356,2813,975,384,2924,0
LE7,12345678,14034,31,2001,255,190,306,216,2609,915,334,2944,0
LE7,12345678,14034,31,2001,271,256,372,242,2642,918,380,2875,0
LE7,12345678,14034,31,2001,287,552,690,598,2455,1121,656,2847,4
LT5,12345678,14034,31,2001,295,306,467,355,2467,940,427,2928,0
LE7,12345678,14034,31,2001,303,339,410,313,2501,1032,437,2869,0
LT5,12345678,14034,31,2001,311,306,491,409,2353,1032,417,2873,0
LE7,12345678,14034,31,2001,319,346,440,289,2495,932,373,2880,0
LT5,12345678,14034,31,2001,327,355,538,334,2365,884,413,2840,0
LE7,12345678,14034,31,2001,335,532,493,410,1635,839,449,2886,2
LT5,12345678,14034,31,2001,343,5310,5345,5299,5930,4355,3165,2585,4
LE7,12345678,14034,31,2001,351,5464,4992,4911,5176,2464,1930,2620,4
LT5,12345678,14034,31,2001,359,314,366,352,2350,848,324,2766,0
LE7,12345678,14034,31,2002,2,796,894,810,2928,1323,761,2669,0
LT5,12345678,14034,31,2002,10,6415,6341,6267,6691,3222,2998,2321,4
LE7,12345678,14034,31,2002,18,404,460,341,2138,760,293,2758,0
LT5,12345678,14034,31,2002,26,260,365,354,2181,866,406,2811,0
LE7,12345678,14034,31,2002,34,2491,2490,2447,3402,1920,1573,2531,4
LT5,12345678,14034,31,2002,42,20000,6724,6736,7000,5709,4851,2645,4
LE7,12345678,14034,31,2002,50,228,359,257,2229,932,435,2818,0
LE7,12345678,14034,31,2002,66,1772,1733,1658,2934,1594,1128,2627,4
LE7,12345678,14034,31,2002,82,290,409,333,2263,1070,484,2795,0
LE7,12345678,14034,31,2002,98,1149,1203,1044,2796,1525,884,2813,4
LE7,12345678,14034,31,2002,114,260,396,331,2635,1140,518,2880,0
LT5,12345678,14034,31,2002,122,20000,4822,4753,5511,3178,2615,2372,4
LE7,12345678,14034,31,2002,130,304,445,290,2583,1064,386,2944,0
LE7,12345678,14034,31,2002,146,1045,1153,988,3302,1632,1009,2758,4
LE7,12345678,14034,31,2002,162,609,738,523,3489,1342,627,2923,4
LT5,12345678,14034,31,2002,170,1775,1632,1452,2782,1621,1191,2766,4
LE7,12345678,14034,31,2002,178,2726,2754,2599,4784,3258,2711,2812,4
LT5,12345678,14034,31,2002,186,398,549,438,3067,1090,414,2972,0
LE7,12345678,14034,31,2002,194,1687,1773,1639,3524,1417,1021,2662,4
LT5,12345678,14034,31,2002,202,434,529,396,3088,1004,421,2981,0
LE7,12345678,14034,31,2002,210,374,469,265,2989,1011,405,2965,0
LT5,12345678,14034,31,2002,218,193,339,242,2834,893,315,2968,0
LE7,12345678,14034,31,2002,226,444,492,311,3088,1069,389,3000,0
LT5,12345678,14034,31,2002,234,1037,1150,907,3247,1343,690,2919,0
LT5,12345678,14034,31,2002,250,264,435,313,3245,1073,419,2950,0
LE7,12345678,14034,31,2002,258,20000,20000,20000,7249,2813,1981,2746,4
LT5,12345678,14034,31,2002,266,1080,1150,1096,2293,950,593,2781,4
LE7,12345678,14034,31,2002,274,308,416,234,2781,1003,398,2944,0
LE7,12345678,14034,31,2002,290,1611,1644,1638,3120,2440,2159,2800,4
LE7,12345678,14034,31,2002,306,202,422,273,2545,829,310,2801,0
LT5,12345678,14034,31,2002,314,2328,2271,2107,2455,1903,1586,2796,4
LE7,12345678,14034,31,2002,322,235,328,328,2405,861,312,2807,0
LT5,12345678,14034,31,2002,330,299,553,444,2394,928,431,2816,0
LE7,12345678,14034,31,2002,338,217,258,204,1514,513,206,2715,0
LT5,12345678,14034,31,2002,346,2670,2880,2767,3876,3485,3281,2718,4
LT5,12345678,14034,31,2002,362,194,335,252,2303,822,329,2755,0
LT5,12345678,14034,31,2003,13,293,438,227,2239,876,385,2745,0
LE7,12345678,14034,31,2003,21,5865,5574,5476,5695,3457,3101,2599,4
LE7,12345678,14034,31,2003,37,4029,3901,3920,4370,1776,1538,2499,4
LT5,12345678,14034,31,2003,45,1040,1162,1069,2515,1512,950,2651,4
LE7,12345678,14034,31,2003,69,409,526,422,2294,1094,538,2740,0
LT5,12345678,14034,31,2003,77,1287,1272,1220,2357,1346,941,2729,2
LE7,12345678,14034,31,2003,85,392,489,411,2334,1139,501,2907,0
LT5,12345678,14034,31,2003,93,319,491,424,2359,1205,619,2946,0
LT5,12345678,14034,31,2003,109,20000,6597,6615,6913,5897,4959,2776,4
LE7,12345678,14034,31,2003,117,441,663,559,3149,1400,672,2912,0
LE7,12345678,14034,31,2003,133,20000,20000,20000,8161,20000,5272,2688,4
LT5,12345678,14034,31,2003,141,20000,8033,20000,8149,4923,3829,2493,4
LE7,12345678,14034,31,2003,149,3310,3275,3195,4834,4207,3770,2764,4
LT5,12345678,14034,31,2003,157,291,467,324,2654,1043,433,2942,0
LT5,12345678,14034,31,2003,189,20000,4806,4573,6088,4937,4550,2859,4
LE7,12345678,14034,31,2003,197,439,563,381,3295,1138,421,2938,0
LT5,12345678,14034,31,2003,205,1098,1081,962,2314,1091,771,2811,4
LE7,12345678,14034,31,2003,213,715,752,501,3409,1124,387,2933,0
LE7,12345678,14034,31,2003,229,1964,1988,1840,4101,2620,2136,2830,4
LT5,12345678,14034,31,2003,237,370,533,357,2848,963,367,2933,0
LE7,12345678,14034,31,2003,245,659,768,619,3389,1409,751,2818,4
LT5,12345678,14034,31,2003,253,302,415,300,2716,971,422,2919,0
LT5,12345678,14034,31,2003,269,508,571,440,2707,1086,367,2942,0
LE7,12345678,14034,31,2003,277,1166,1251,1081,3024,2097,1542,2806,4
LT5,12345678,14034,31,2003,285,603,730,611,2652,1232,593,2831,4
LT5,12345678,14034,31,2003,301,20000,8265,8117,8288,6755,5227,2760,4
LT5,12345678,14034,31,2003,317,375,491,403,2343,1078,494,2840,0
LT5,12345678,14034,31,2003,333,244,487,288,2134,890,416,2776,0
LE7,12345678,14034,31,2003,341,263,441,348,2227,884,378,2708,2
LT5,12345678,14034,31,2003,349,1582,1619,1584,2713,2180,1371,2745,4
LE7,12345678,14034,31,2003,357,259,352,307,2193,930,449,2823,0
LT5,12345678,14034,31,2003,365,269,360,350,2156,989,395,2776,0
LE7,12345678,14034,31,2004,8,1452,1418,1359,2775,1561,1020,2613,4
LT5,12345678,14034,31,2004,16,209,349,280,2003,877,562,2674,0
LT5,12345678,14034,31,2004,32,595,681,603,2420,760,272,2702,0
LE7,12345678,14034,31,2004,40,2087,2066,2007,3058,1525,1127,2591,4
LT5,12345678,14034,31,2004,48,5587,5593,5480,5827,2671,1965,2621,4
LE7,12345678,14034,31,2004,56,311,376,353,2110,1102,461,2759,0
LT5,12345678,14034,31,2004,64,20000,5452,5228,5812,3319,2869,2404,4
LE7,12345678,14034,31,2004,72,337,428,403,2114,1197,560,2830,0
LT5,12345678,14034,31,2004,80,2328,2470,2353,2948,2603,2140,2723,4
LT5,12345678,14034,31,2004,96,339,458,455,2033,1180,573,2796,0
LT5,12345678,14034,31,2004,112,2505,2487,2401,3698,2781,1996,2864,4
LE7,12345678,14034,31,2004,120,300,468,393,2450,1264,521,2923,0
LT5,12345678,14034,31,2004,128,1503,1689,1628,3812,2837,2094,2821,4
LE7,12345678,14034,31,2004,136,293,478,375,2712,1254,500,2959,0
LT5,12345678,14034,31,2004,144,472,598,515,2799,1286,589,2946,0
LE7,12345678,14034,31,2004,152,20000,20000,20000,20000,2020,1952,2233,4
LT5,12345678,14034,31,2004,160,882,1037,950,3387,1660,1038,2771,4
LT5,12345678,14034,31,2004,176,338,498,441,2705,1107,513,2928,0
LE7,12345678,14034,31,2004,184,494,578,389,3295,1167,462,2959,0
LT5,12345678,14034,31,2004,192,364,529,402,3001,1142,481,2964,0
LE7,12345678,14034,31,2004,200,20000,20000,20000,6243,4571,3796,2758,4
LT5,12345678,14034,31,2004,208,20000,8118,20000,8464,5734,3675,2864,4
LT5,12345678,14034,31,2004,224,361,482,346,3042,1055,429,2946,0
LE7,12345678,14034,31,2004,232,1204,1256,1149,2920,1256,869,2695,4
LT5,12345678,14034,31,2004,240,246,414,267,2543,913,369,2955,2
LE7,12345678,14034,31,2004,248,20000,20000,20000,7412,2967,2660,2490,4
LT5,12345678,14034,31,2004,256,298,426,310,2608,1017,460,2937,0
LE7,12345678,14034,31,2004,264,2739,2897,2840,4751,4062,3105,2852,4
LE7,12345678,14034,31,2004,296,1717,1690,1650,3155,2461,1781,2818,4
LT5,12345678,14034,31,2004,320,283,372,266,2059,869,428,2821,0
LE7,12345678,14034,31,2004,344,449,470,378,1503,703,447,,
LT5,12345678,14034,31,2004,352,314,339,332,2087,824,381,2796,0
LE7,12345678,14034,31,2004,360,169,263,255,1560,564,322,2708,2
LT5,12345678,14034,31,2005,2,3033,3092,2993,3870,2771,2211,2493,4
LE7,12345678,14034,31,2005,10,2997,2843,2864,3528,3391,2780,2783,4
LT5,12345678,14034,31,2005,18,299,368,292,1965,829,349,2662,0
LE7,12345678,14034,31,2005,42,337,332,329,2080,991,513,2753,0
LT5,12345678,14034,31,2005,50,300,445,416,1998,988,472,2734,0
LE7,12345678,14034,31,2005,58,1030,1067,1027,2310,1338,907,2620,4
LT5,12345678,14034,31,2005,66,684,854,819,2219,1445,924,2781,0
LE7,12345678,14034,31,2005,74,293,432,397,2070,1097,510,2783,0
LE7,12345678,14034,31,2005,90,20000,4173,4166,4804,2168,1967,2393,4
LE7,12345678,14034,31,2005,106,888,1120,1443,2361,3160,2653,2918,0
LT5,12345678,14034,31,2005,114,787,1013,1281,2172,3034,2239,2919,0
LE7,12345678,14034,31,2005,122,20000,20000,20000,7629,1934,1701,2439,4
LT5,12345678,14034,31,2005,130,1086,1435,1755,2871,3639,2931,2985,0
LE7,12345678,14034,31,2005,138,20000,20000,20000,6875,20000,5015,2758,4
LT5,12345678,14034,31,2005,146,20000,20000,20000,8776,20000,4476,2723,4
LT5,12345678,14034,31,2005,162,807,1038,1221,2246,2862,2170,2964,0
LE7,12345678,14034,31,2005,170,3212,3231,3239,4984,3720,3094,2782,4
LT5,12345678,14034,31,2005,178,20000,8117,20000,8313,5159,3462,2855,4
LE7,12345678,14034,31,2005,186,917,1161,1351,2838,3627,2745,2979,0
LT5,12345678,14034,31,2005,194,2050,2172,2116,3964,2448,1915,2781,4
LE7,12345678,14034,31,2005,202,1024,1197,1401,3058,3934,2984,3039,4
LT5,12345678,14034,31,2005,210,20000,20000,20000,20000,2787,2357,2500,4
LE7,12345678,14034,31,2005,218,1240,1125,986,3552,3082,2163,2923,0
LT5,12345678,14034,31,2005,226,776,1064,1086,2441,3051,2344,3002,0
LE7,12345678,14034,31,2005,234,868,1021,1203,2330,2954,2159,3019,0
LT5,12345678,14034,31,2005,242,2909,3016,2902,4220,2071,1461,2657,4
LE7,12345678,14034,31,2005,250,1062,1322,1503,2941,3812,2715,2999,2
LT5,12345678,14034,31,2005,258,2053,2064,1961,2873,2077,1570,2713,4
LE7,12345678,14034,31,2005,266,931,1095,1244,2453,3344,2595,3014,0
LT5,12345678,14034,31,2005,274,920,1172,1322,2198,3241,2649,2985,0
LT5,12345678,14034,31,2005,290,544,719,827,1468,2352,1765,2910,0
LT5,12345678,14034,31,2005,306,689,773,851,1484,2310,1814,2878,0
LE7,12345678,14034,31,2005,314,707,764,940,1650,2393,1760,2858,0
LT5,12345678,14034,31,2005,322,572,794,883,1366,2182,1563,2786,0
LE7,12345678,14034,31,2005,330,625,691,803,1425,1929,1405,2770,0
LE7,12345678,14034,31,2005,346,506,562,518,1028,1041,614,2759,4
LE7,12345678,14034,31,2005,362,1707,1713,1798,2326,1566,1301,2606,4
LE7,12345678,14034,31,2006,13,5259,5099,5088,5694,3067,2757,2384,4
LT5,12345678,14034,31,2006,21,6975,6998,6924,7230,4628,2965,2520,4
LT5,12345678,14034,31,2006,37,593,653,804,1203,2165,1444,2796,0
LE7,12345678,14034,31,2006,45,607,642,803,1289,1778,1266,2777,0
LE7,12345678,14034,31,2006,61,4383,4294,4326,5102,4135,3681,2491,4
LT5,12345678,14034,31,2006,69,1800,2007,2001,2931,2869,2313,2668,4
LE7,12345678,14034,31,2006,77,837,1038,1225,1883,3205,2450,2847,0
LE7,12345678,14034,31,2006,93,20000,20000,20000,10214,20000,6370,2628,4
LT5,12345678,14034,31,2006,101,924,1163,1324,2036,3572,2925,2976,0
LE7,12345678,14034,31,2006,109,847,1091,1266,2095,3290,2493,2980,0
LT5,12345678,14034,31,2006,117,727,917,1032,1785,2819,2231,2959,0
LE7,12345678,14034,31,2006,125,20000,20000,20000,20000,4947,4081,2599,4
LT5,12345678,14034,31,2006,133,796,995,1146,2024,3020,2262,2976,0
LE7,12345678,14034,31,2006,141,858,993,1203,2228,3181,2331,2994,0
LT5,12345678,14034,31,2006,149,885,1189,1396,2478,3640,2748,3023,0
LE7,12345678,14034,31,2006,157,20000,20000,20000,5751,4583,3861,2813,4
LE7,12345678,14034,31,2006,173,20000,20000,20000,6163,2873,2527,2345,4
LT5,12345678,14034,31,2006,181,588,758,819,1960,2644,1793,2998,0
LE7,12345678,14034,31,2006,189,20000,20000,20000,8667,2935,2877,2281,4
LT5,12345678,14034,31,2006,197,593,787,816,2239,2225,1423,2994,0
LE7,12345678,14034,31,2006,205,527,737,721,2415,2284,1439,3004,0
LT5,12345678,14034,31,2006,213,670,925,869,2718,2951,2002,2998,0
LE7,12345678,14034,31,2006,221,557,858,788,3186,2833,1736,3034,0
LT5,12345678,14034,31,2006,229,265,320,237,664,463,310,2998,2
LE7,12345678,14034,31,2006,237,1039,1050,851,3177,2404,1418,2949,0
LE7,12345678,14034,31,2006,253,656,746,646,2739,2481,1568,2970,0
LT5,12345678,14034,31,2006,261,423,604,585,2099,1940,1151,2972,0
LE7,12345678,14034,31,2006,269,414,607,632,2184,2142,1315,2959,0
LT5,12345678,14034,31,2006,277,529,679,799,2282,2403,1493,2950,0
LE7,12345678,14034,31,2006,285,20000,20000,20000,7243,5465,4351,2847,4
LT5,12345678,14034,31,2006,293,20000,7806,7805,8405,6629,5532,2869,4
LE7,12345678,14034,31,2006,301,740,836,908,2475,2006,1315,2875,0
LT5,12345678,14034,31,2006,309,565,736,820,1765,2143,1430,2831,0
LT5,12345678,14034,31,2006,325,512,742,911,1712,2313,1561,2806,0
LE7,12345678,14034,31,2006,333,1130,1368,1569,2669,2396,1629,2746,4
LT5,12345678,14034,31,2006,341,550,635,796,1506,2222,1543,2840,0
LE7,12345678,14034,31,2006,349,525,558,711,1604,1943,1254,2835,0
LE7,12345678,14034,31,2006,365,4188,3985,4003,4342,3106,2398,2570,4
LT5,12345678,14034,31,2007,24,633,746,695,1323,1156,667,2713,0
LT5,12345678,14034,31,2007,40,840,1024,1218,1917,2758,1958,2729,0
LE7,12345678,14034,31,2007,48,2142,2110,2174,2944,2480,1840,2562,4
LE7,12345678,14034,31,2007,64,675,702,881,1574,2308,1600,2807,0
LT5,12345678,14034,31,2007,72,710,821,1008,1756,2607,1827,2897,0
LE7,12345678,14034,31,2007,80,3706,3567,3600,4346,3675,3050,2759,4
LT5,12345678,14034,31,2007,88,620,857,1001,1772,2897,2065,2897,0
LE7,12345678,14034,31,2007,96,20000,20000,20000,5841,5330,4588,2649,4
LT5,12345678,14034,31,2007,104,20000,3999,4023,4923,3080,2549,2603,4
LE7,12345678,14034,31,2007,112,711,868,1013,1929,2830,2016,3009,0
LT5,12345678,14034,31,2007,120,20000,20000,20000,20000,20000,4739,2615,4
LE7,12345678,14034,31,2007,128,2501,2596,2530,4162,3082,2113,2824,4
LT5,12345678,14034,31,2007,136,1372,1614,1562,3265,3115,2184,2811,4
LE7,12345678,14034,31,2007,144,738,941,1066,2475,3324,2295,3019,0
LT5,12345678,14034,31,2007,152,724,1030,1091,2533,3056,2155,3002,0
LE7,12345678,14034,31,2007,160,741,936,878,2423,2104,1360,2864,4
LT5,12345678,14034,31,2007,168,640,932,1014,2423,3088,2076,3019,0
LE7,12345678,14034,31,2007,176,20000,20000,20000,7561,2850,2461,2430,4
LT5,12345678,14034,31,2007,184,588,901,904,2583,3143,2168,3019,0
LE7,12345678,14034,31,2007,192,1268,1418,1316,3744,3974,2379,2975,0
LT5,12345678,14034,31,2007,200,874,1144,1074,2775,2805,1769,2924,4
LE7,12345678,14034,31,2007,208,20000,20000,20000,7089,20000,5936,2907,4
LT5,12345678,14034,31,2007,216,632,836,767,2678,2941,1973,3023,0
LE7,12345678,14034,31,2007,224,512,762,740,2857,2994,1778,3024,0
LT5,12345678,14034,31,2007,232,1570,1725,1463,3787,2206,1405,2887,4
LE7,12345678,14034,31,2007,240,432,678,628,2839,2661,1561,2995,0
LT5,12345678,14034,31,2007,248,484,775,722,2560,2509,1434,2998,0
LE7,12345678,14034,31,2007,256,586,720,702,2846,2734,1634,2995,0
LT5,12345678,14034,31,2007,264,20000,7335,7191,8413,5968,5009,2533,4
LE7,12345678,14034,31,2007,272,453,607,674,2186,2468,1455,2980,0
LE7,12345678,14034,31,2007,288,418,619,648,2079,2374,1431,2939,0
LE7,12345678,14034,31,2007,304,482,516,610,1905,2290,1287,,
LE7,12345678,14034,31,2007,320,695,845,923,2330,2665,1735,2789,4
LE7,12345678,14034,31,2007,336,4885,4689,4718,5412,2499,2174,2523,4
LE7,12345678,14034,31,2007,352,436,599,725,1664,2133,1319,2747,0
LE7,12345678,14034,31,2008,3,446,611,732,1514,2184,1401,2709,0
LE7,12345678,14034,31,2008,19,20000,20000,20000,8851,2232,2151,2374,4
LT5,12345678,14034,31,2008,27,1817,2004,2051,2724,3134,2983,2679,4
LE7,12345678,14034,31,2008,35,531,681,796,1758,2345,1554,2836,0
LE7,12345678,14034,31,2008,51,557,662,826,1641,2304,1521,2795,0
LT5,12345678,14034,31,2008,59,541,712,852,1524,2567,1649,2750,0
LT5,12345678,14034,31,2008,75,20000,5366,5389,6502,7052,5868,2791,4
LE7,12345678,14034,31,2008,83,627,730,888,1832,2633,1824,2853,0
LT5,12345678,14034,31,2008,107,625,749,868,1792,2827,1858,2950,0
LE7,12345678,14034,31,2008,115,634,816,840,2142,2658,1654,2975,0
LT5,12345678,14034,31,2008,123,609,824,817,2217,2633,1598,2950,0
LT5,12345678,14034,31,2008,139,1574,1731,1598,3185,2492,1749,2745,4
LE7,12345678,14034,31,2008,147,551,753,736,2536,2305,1424,2959,0
LT5,12345678,14034,31,2008,155,455,749,642,2580,2343,1414,2972,0
LE7,12345678,14034,31,2008,163,414,714,597,2900,2354,1297,2980,0
LT5,12345678,14034,31,2008,171,389,706,607,2802,2468,1407,2968,0
LE7,12345678,14034,31,2008,179,890,937,804,2713,1666,968,,
LE7,12345678,14034,31,2008,195,324,615,508,3243,2320,1217,3014,0
LT5,12345678,14034,31,2008,203,400,651,563,2994,2352,1244,3006,0
LE7,12345678,14034,31,2008,211,20000,20000,20000,9825,5610,3768,2746,4
LT5,12345678,14034,31,2008,219,1590,1820,1648,4573,2821,1804,2755,4
